Transaction_ID;Office;Service_Type;Processing_Time;Status;Feedback;Date
1870;Fayoum University Office;general power of attorney (tax affairs);12;Pending;average service;23/01/2026
1871;Itsaa Office;car sale power of attorney;14;Pending;excellent staff;28/01/2026
1872;Fayoum Model Office;general power of attorney (court cases);15;Pending;excellent staff;27/01/2026
1873;Fayoum University Office;car sale power of attorney;11;Pending;excellent staff;29/01/2026
1874;El Fayoum Al-Dawahy Office;car operation authorization;13;Completed;excellent staff;30/01/2026
1875;Itsaa Office;vehicle inheritance contract;181;Pending;average service;03/01/2026
1876;El Fayoum Al-Dawahy Office;general comprehensive power of attorney (banks & others);15;Pending;excellent staff;31/01/2026
1877;Itsaa Office;car sale power of attorney;14;Completed;average service;22/01/2026
1878;Youssef El-Seddik Office;motorcycle sale power of attorney;14;Pending;bad experience;21/01/2026
1879;El Fayoum Al-Dawahy Office;motorcycle sale power of attorney;38.48291949;Completed;good;27/01/2026
1880;Itsaa Office;general comprehensive power of attorney (banks & others);11;Pending;good;17/01/2026
1881;Youssef El-Seddik Office;car operation authorization;14;Pending;good;10/01/2026
1882;Youssef El-Seddik Office;general comprehensive power of attorney (banks & others);15;Pending;bad experience;17/01/2026
1883;Itsaa Office;car operation authorization;12;Pending;bad experience;26/01/2026
1884;Al-Breid El-Gon Office;car sale power of attorney;10;Pending;excellent staff;15/01/2026
1885;Senores Office;vehicle inheritance contract;220;Completed;satisfied;18/01/2026
1886;El Fayoum Al-Dawahy Office;vehicle inheritance contract;196;Pending;good;30/01/2026
1887;Tamiya Office;vehicle inheritance contract;219;Completed;satisfied;30/01/2026
1888;Senores Office;vehicle inheritance contract;210;Completed;satisfied;17/01/2026
1889;Fayoum University Office;car sale power of attorney;11;Completed;not satisfied;02/01/2026
1890;Youssef El-Seddik Office;motorcycle sale power of attorney;13;Pending;bad experience;06/01/2026
1891;Youssef El-Seddik Office;vehicle inheritance contract;203;Pending;excellent staff;31/01/2026
1892;Itsaa Office;car operation authorization;14;Completed;good;05/01/2026
1893;Al-Breid El-Gon Office;vehicle inheritance contract;214;Pending;good;03/01/2026
1894;Al-Breid El-Gon Office;general comprehensive power of attorney (banks & others);15;Completed;no feedback;06/01/2026
1895;El Fayoum Al-Dawahy Office;car sale power of attorney;12;Completed;satisfied;18/01/2026
1896;El Fayoum Al-Dawahy Office;car sale power of attorney;15;Completed;good;05/01/2026
1897;Unknown;general power of attorney (court cases);11;Completed;good service;30/01/2026
1898;Senores Office;vehicle inheritance contract;220;Completed;good;03/01/2026
1899;Tamiya Office;vehicle inheritance contract;211;Completed;good service;08/01/2026
1900;Fayoum Model Office;motorcycle sale power of attorney;11;Pending;good service;29/01/2026
1901;Senores Office;general power of attorney (court cases);13;Pending;not satisfied;24/01/2026
1902;Tamiya Office;motorcycle sale power of attorney;13;Completed;satisfied;09/01/2026
1903;Youssef El-Seddik Office;general comprehensive power of attorney (banks & others);15;Completed;not satisfied;10/01/2026
1904;Tamiya Office;vehicle inheritance contract;216;Completed;good service;07/01/2026
1905;Al-Breid El-Gon Office;rental contract authentication;27;Completed;excellent staff;22/01/2026
1906;Tamiya Office;car operation authorization;15;Completed;very slow process;24/01/2026
1907;Fayoum University Office;vehicle inheritance contract;183;Completed;bad experience;22/01/2026
1908;Fayoum University Office;vehicle inheritance contract;199;Pending;no feedback;08/01/2026
1909;Youssef El-Seddik Office;car sale power of attorney;13;Completed;excellent staff;20/01/2026
1910;El Fayoum Al-Dawahy Office;vehicle inheritance contract;229;Pending;not satisfied;29/01/2026
1911;Fayoum University Office;motorcycle sale power of attorney;13;Pending;very slow process;05/01/2026
1912;Fayoum Model Office;general comprehensive power of attorney (banks & others);12;Completed;satisfied;12/01/2026
1913;Senores Office;general power of attorney (court cases);10;Pending;satisfied;22/01/2026
1914;Fayoum Model Office;general power of attorney (court cases);13;Completed;average service;06/01/2026
1915;El Fayoum Al-Dawahy Office;general comprehensive power of attorney (banks & others);15;Pending;no feedback;01/01/2026
1916;Tamiya Office;car operation authorization;38.48291949;Completed;bad experience;28/01/2026
1917;Fayoum Model Office;car operation authorization;11;Completed;not satisfied;24/01/2026
1918;El Fayoum Al-Dawahy Office;general power of attorney (tax affairs);15;Pending;average service;13/01/2026
1919;Fayoum Model Office;motorcycle sale power of attorney;10;Completed;very slow process;12/01/2026
1920;Fayoum Model Office;rental contract authentication;20;Pending;no feedback;09/01/2026
1921;Tamiya Office;vehicle inheritance contract;205;Completed;excellent staff;12/01/2026
1922;Senores Office;general power of attorney (tax affairs);12;Pending;very slow process;17/01/2026
1923;Itsaa Office;rental contract authentication;16;Pending;no feedback;11/01/2026
1924;Unknown;general power of attorney (court cases);11;Pending;average service;04/01/2026
1925;Itsaa Office;vehicle inheritance contract;193;Completed;satisfied;12/01/2026
1926;El Fayoum Al-Dawahy Office;car sale power of attorney;14;Completed;good;13/01/2026
1927;Itsaa Office;rental contract authentication;26;Completed;very slow process;02/01/2026
1928;Itsaa Office;car operation authorization;13;Completed;very slow process;05/01/2026
1929;Fayoum University Office;vehicle inheritance contract;238;Completed;bad experience;31/01/2026
1930;Unknown;vehicle inheritance contract;214;Completed;bad experience;10/01/2026
1931;Tamiya Office;vehicle inheritance contract;231;Pending;average service;22/01/2026
1932;Senores Office;general comprehensive power of attorney (banks & others);14;Pending;no feedback;28/01/2026
1933;Tamiya Office;general power of attorney (tax affairs);13;Completed;no feedback;18/01/2026
1934;Itsaa Office;motorcycle sale power of attorney;14;Pending;good;25/01/2026
1935;Senores Office;vehicle inheritance contract;190;Completed;excellent staff;06/01/2026
1936;Itsaa Office;general power of attorney (tax affairs);10;Pending;excellent staff;15/01/2026
1937;Youssef El-Seddik Office;rental contract authentication;20;Pending;excellent staff;07/01/2026
1938;El Fayoum Al-Dawahy Office;vehicle inheritance contract;226;Completed;good;15/01/2026
1939;Youssef El-Seddik Office;general power of attorney (court cases);12;Completed;no feedback;17/01/2026
1940;El Fayoum Al-Dawahy Office;general comprehensive power of attorney (banks & others);12;Pending;excellent staff;29/01/2026
1941;Itsaa Office;motorcycle sale power of attorney;11;Pending;good;20/01/2026
1942;Itsaa Office;rental contract authentication;21;Completed;good;17/01/2026
1943;Fayoum Model Office;general comprehensive power of attorney (banks & others);11;Pending;not satisfied;21/01/2026
1944;Fayoum Model Office;vehicle inheritance contract;213;Completed;good;15/01/2026
1945;Fayoum Model Office;vehicle inheritance contract;225;Pending;satisfied;09/01/2026
1946;Tamiya Office;general comprehensive power of attorney (banks & others);11;Completed;not satisfied;10/01/2026
1947;Fayoum Model Office;vehicle inheritance contract;208;Pending;satisfied;14/01/2026
1948;Al-Breid El-Gon Office;car operation authorization;13;Pending;bad experience;25/01/2026
1949;Senores Office;motorcycle sale power of attorney;10;Pending;bad experience;08/01/2026
1950;Tamiya Office;vehicle inheritance contract;214;Pending;good service;31/01/2026
1951;Fayoum University Office;rental contract authentication;27;Completed;good;04/01/2026
1952;Tamiya Office;car operation authorization;10;Pending;good;22/01/2026
1953;Al-Breid El-Gon Office;general power of attorney (court cases);14;Pending;bad experience;21/01/2026
1954;Fayoum Model Office;general power of attorney (tax affairs);38.48291949;Completed;very slow process;15/01/2026
1955;Youssef El-Seddik Office;motorcycle sale power of attorney;12;Pending;very slow process;09/01/2026
1956;Youssef El-Seddik Office;general power of attorney (court cases);13;Pending;satisfied;23/01/2026
1957;Itsaa Office;rental contract authentication;30;Completed;good service;13/01/2026
1958;Itsaa Office;rental contract authentication;16;Completed;good;26/01/2026
1959;Youssef El-Seddik Office;general comprehensive power of attorney (banks & others);15;Pending;good service;28/01/2026
1960;El Fayoum Al-Dawahy Office;general power of attorney (tax affairs);13;Pending;not satisfied;17/01/2026
1961;Senores Office;general power of attorney (tax affairs);15;Pending;bad experience;12/01/2026
1962;Senores Office;motorcycle sale power of attorney;12;Completed;good service;18/01/2026
1963;Al-Breid El-Gon Office;general comprehensive power of attorney (banks & others);12;Pending;very slow process;20/01/2026
1964;Itsaa Office;rental contract authentication;17;Completed;no feedback;17/01/2026
1965;Unknown;car operation authorization;10;Completed;bad experience;14/01/2026
1966;Itsaa Office;motorcycle sale power of attorney;15;Completed;satisfied;18/01/2026
1967;Tamiya Office;rental contract authentication;26;Completed;no feedback;08/01/2026
1968;Fayoum University Office;rental contract authentication;22;Completed;bad experience;01/01/2026
1969;Fayoum University Office;rental contract authentication;26;Completed;bad experience;01/01/2026
1970;Al-Breid El-Gon Office;car sale power of attorney;14;Completed;excellent staff;12/01/2026
1971;Fayoum University Office;car sale power of attorney;14;Completed;not satisfied;26/01/2026
1972;Al-Breid El-Gon Office;general power of attorney (court cases);14;Pending;good;25/01/2026
1973;Tamiya Office;car operation authorization;12;Completed;good service;19/01/2026
1974;Al-Breid El-Gon Office;general power of attorney (tax affairs);13;Pending;satisfied;28/01/2026
1975;Youssef El-Seddik Office;rental contract authentication;20;Completed;good;26/01/2026
1976;Fayoum Model Office;motorcycle sale power of attorney;12;Pending;not satisfied;30/01/2026
1977;Itsaa Office;rental contract authentication;23;Pending;bad experience;17/01/2026
1978;Fayoum University Office;general power of attorney (tax affairs);14;Completed;bad experience;18/01/2026
1979;Al-Breid El-Gon Office;car operation authorization;12;Completed;very slow process;23/01/2026
1980;Tamiya Office;car operation authorization;12;Completed;not satisfied;14/01/2026
1981;El Fayoum Al-Dawahy Office;vehicle inheritance contract;180;Completed;not satisfied;03/01/2026
1982;Senores Office;general power of attorney (tax affairs);11;Pending;good service;07/01/2026
1983;Fayoum Model Office;general comprehensive power of attorney (banks & others);13;Completed;good;17/01/2026
1984;El Fayoum Al-Dawahy Office;car sale power of attorney;15;Completed;good service;21/01/2026
1985;Tamiya Office;vehicle inheritance contract;194;Pending;excellent staff;15/01/2026
1986;Tamiya Office;general power of attorney (court cases);11;Pending;excellent staff;02/01/2026
1987;Youssef El-Seddik Office;general power of attorney (tax affairs);14;Pending;good;10/01/2026
1988;Tamiya Office;rental contract authentication;17;Pending;excellent staff;02/01/2026
1989;El Fayoum Al-Dawahy Office;car sale power of attorney;10;Pending;satisfied;04/01/2026
1990;Fayoum Model Office;general power of attorney (tax affairs);10;Completed;excellent staff;25/01/2026
1991;Tamiya Office;vehicle inheritance contract;203;Completed;good;23/01/2026
1992;Fayoum Model Office;general comprehensive power of attorney (banks & others);13;Pending;satisfied;30/01/2026
1993;Senores Office;rental contract authentication;16;Pending;average service;29/01/2026
1994;Al-Breid El-Gon Office;rental contract authentication;29;Pending;very slow process;02/01/2026
1995;Fayoum Model Office;rental contract authentication;26;Pending;average service;18/01/2026
1996;Itsaa Office;car operation authorization;12;Pending;satisfied;08/01/2026
1997;El Fayoum Al-Dawahy Office;car sale power of attorney;13;Completed;bad experience;20/01/2026
1998;Itsaa Office;general power of attorney (court cases);15;Completed;excellent staff;09/01/2026
1999;Itsaa Office;general comprehensive power of attorney (banks & others);38.48291949;Pending;very slow process;23/01/2026
2000;Al-Breid El-Gon Office;motorcycle sale power of attorney;10;Pending;average service;25/01/2026
2001;Tamiya Office;car operation authorization;14;Pending;good;20/01/2026
2002;Youssef El-Seddik Office;rental contract authentication;19;Completed;very slow process;09/01/2026
2003;Fayoum University Office;general power of attorney (tax affairs);12;Pending;very slow process;23/01/2026
2004;Senores Office;general power of attorney (court cases);15;Completed;good service;01/01/2026
2005;Senores Office;rental contract authentication;16;Completed;bad experience;01/01/2026
2006;El Fayoum Al-Dawahy Office;vehicle inheritance contract;38.48291949;Pending;very slow process;03/01/2026
2007;Senores Office;motorcycle sale power of attorney;12;Completed;good;31/01/2026
2008;Youssef El-Seddik Office;general power of attorney (tax affairs);14;Completed;average service;07/01/2026
2009;Tamiya Office;general comprehensive power of attorney (banks & others);13;Completed;very slow process;27/01/2026
2010;Senores Office;car sale power of attorney;14;Completed;good service;20/01/2026
2011;Senores Office;vehicle inheritance contract;203;Completed;good;06/01/2026
2012;Youssef El-Seddik Office;general power of attorney (tax affairs);13;Pending;good service;07/01/2026
2013;Fayoum Model Office;car operation authorization;11;Completed;not satisfied;12/01/2026
2014;Senores Office;general comprehensive power of attorney (banks & others);38.48291949;Completed;good service;30/01/2026
2015;Youssef El-Seddik Office;rental contract authentication;18;Completed;average service;02/01/2026
2016;Tamiya Office;general power of attorney (tax affairs);15;Completed;no feedback;27/01/2026
2017;Al-Breid El-Gon Office;car sale power of attorney;10;Completed;satisfied;18/01/2026
2018;El Fayoum Al-Dawahy Office;car operation authorization;15;Completed;not satisfied;14/01/2026
2019;Itsaa Office;general power of attorney (court cases);15;Completed;satisfied;04/01/2026
2020;Senores Office;car sale power of attorney;10;Completed;no feedback;02/01/2026
2021;Itsaa Office;motorcycle sale power of attorney;15;Completed;good service;13/01/2026
2022;Fayoum Model Office;car operation authorization;13;Completed;good;29/01/2026
2023;Fayoum University Office;vehicle inheritance contract;199;Completed;very slow process;09/01/2026
2024;Itsaa Office;car operation authorization;13;Completed;satisfied;13/01/2026
2025;Fayoum Model Office;general comprehensive power of attorney (banks & others);10;Completed;average service;30/01/2026
2026;Unknown;car sale power of attorney;15;Completed;very slow process;06/01/2026
2027;Youssef El-Seddik Office;vehicle inheritance contract;227;Completed;good service;30/01/2026
2028;Youssef El-Seddik Office;rental contract authentication;23;Completed;satisfied;05/01/2026
2029;Fayoum University Office;general power of attorney (court cases);13;Pending;satisfied;13/01/2026
2030;Youssef El-Seddik Office;general comprehensive power of attorney (banks & others);15;Pending;not satisfied;20/01/2026
2031;Tamiya Office;general comprehensive power of attorney (banks & others);15;Completed;satisfied;13/01/2026
2032;Fayoum University Office;car sale power of attorney;14;Completed;not satisfied;20/01/2026
2033;Itsaa Office;car operation authorization;14;Pending;excellent staff;03/01/2026
2034;Youssef El-Seddik Office;car sale power of attorney;11;Completed;bad experience;30/01/2026
2035;Fayoum Model Office;rental contract authentication;22;Completed;good;01/01/2026
2036;Itsaa Office;car sale power of attorney;12;Completed;average service;11/01/2026
2037;Youssef El-Seddik Office;car sale power of attorney;14;Pending;average service;04/01/2026
2038;Senores Office;general power of attorney (court cases);10;Pending;good;30/01/2026
2039;Senores Office;general comprehensive power of attorney (banks & others);14;Pending;no feedback;09/01/2026
2040;Al-Breid El-Gon Office;general power of attorney (tax affairs);11;Pending;not satisfied;20/01/2026
2041;Senores Office;motorcycle sale power of attorney;15;Completed;satisfied;30/01/2026
2042;Youssef El-Seddik Office;motorcycle sale power of attorney;11;Pending;good service;12/01/2026
2043;Youssef El-Seddik Office;vehicle inheritance contract;225;Completed;excellent staff;24/01/2026
2044;Al-Breid El-Gon Office;general power of attorney (court cases);15;Pending;bad experience;30/01/2026
2045;Fayoum University Office;motorcycle sale power of attorney;12;Pending;satisfied;31/01/2026
2046;Tamiya Office;rental contract authentication;27;Pending;excellent staff;29/01/2026
2047;Tamiya Office;car operation authorization;10;Pending;good service;13/01/2026
2048;Fayoum Model Office;rental contract authentication;15;Pending;bad experience;22/01/2026
2049;Senores Office;general power of attorney (court cases);13;Pending;bad experience;09/01/2026
2050;Youssef El-Seddik Office;rental contract authentication;38.48291949;Pending;satisfied;18/01/2026
2051;El Fayoum Al-Dawahy Office;car operation authorization;10;Completed;average service;06/01/2026
2052;Senores Office;motorcycle sale power of attorney;12;Completed;bad experience;20/01/2026
2053;Fayoum University Office;general comprehensive power of attorney (banks & others);15;Completed;excellent staff;21/01/2026
2054;Al-Breid El-Gon Office;car sale power of attorney;12;Pending;very slow process;27/01/2026
2055;Senores Office;general power of attorney (tax affairs);10;Pending;excellent staff;18/01/2026
2056;Tamiya Office;car operation authorization;10;Pending;good service;11/01/2026
2057;Senores Office;general power of attorney (court cases);13;Pending;very slow process;27/01/2026
2058;Senores Office;car operation authorization;10;Completed;no feedback;13/01/2026
2059;Fayoum Model Office;rental contract authentication;28;Pending;not satisfied;12/01/2026
2060;Youssef El-Seddik Office;general power of attorney (tax affairs);15;Pending;no feedback;14/01/2026
2061;Senores Office;motorcycle sale power of attorney;15;Completed;no feedback;28/01/2026
2062;Fayoum University Office;car operation authorization;13;Pending;satisfied;24/01/2026
2063;Al-Breid El-Gon Office;rental contract authentication;18;Completed;excellent staff;29/01/2026
2064;Fayoum Model Office;general comprehensive power of attorney (banks & others);10;Pending;good;22/01/2026
2065;Fayoum Model Office;car operation authorization;11;Completed;excellent staff;01/01/2026
2066;Senores Office;vehicle inheritance contract;219;Completed;good;20/01/2026
2067;Senores Office;general power of attorney (tax affairs);38.48291949;Pending;good service;15/01/2026
2068;Fayoum University Office;general comprehensive power of attorney (banks & others);13;Completed;good service;29/01/2026
2069;Tamiya Office;car sale power of attorney;10;Completed;excellent staff;28/01/2026
2070;Al-Breid El-Gon Office;general power of attorney (tax affairs);11;Completed;good;16/01/2026
2071;Fayoum Model Office;motorcycle sale power of attorney;10;Completed;average service;25/01/2026
2072;Tamiya Office;rental contract authentication;15;Completed;no feedback;23/01/2026
2073;Al-Breid El-Gon Office;general power of attorney (court cases);10;Completed;good;12/01/2026
2074;El Fayoum Al-Dawahy Office;general power of attorney (court cases);14;Completed;very slow process;18/01/2026
2075;Al-Breid El-Gon Office;general power of attorney (court cases);15;Completed;satisfied;23/01/2026
2076;Fayoum Model Office;rental contract authentication;38.48291949;Pending;satisfied;14/01/2026
2077;El Fayoum Al-Dawahy Office;general power of attorney (court cases);14;Completed;excellent staff;10/01/2026
2078;Senores Office;rental contract authentication;18;Completed;bad experience;01/01/2026
2079;Senores Office;car operation authorization;11;Pending;average service;11/01/2026
2080;Fayoum University Office;rental contract authentication;20;Pending;good service;19/01/2026
2081;Al-Breid El-Gon Office;vehicle inheritance contract;218;Completed;satisfied;27/01/2026
2082;Itsaa Office;vehicle inheritance contract;181;Pending;very slow process;30/01/2026
2083;Itsaa Office;general comprehensive power of attorney (banks & others);15;Completed;good;01/01/2026
2084;Fayoum University Office;general power of attorney (tax affairs);11;Completed;excellent staff;18/01/2026
2085;Itsaa Office;general power of attorney (tax affairs);15;Completed;no feedback;29/01/2026
2086;El Fayoum Al-Dawahy Office;general power of attorney (court cases);11;Completed;not satisfied;30/01/2026
2087;Fayoum Model Office;motorcycle sale power of attorney;11;Completed;average service;11/01/2026
2088;Tamiya Office;car operation authorization;11;Completed;average service;27/01/2026
2089;Senores Office;car operation authorization;11;Completed;very slow process;27/01/2026
2090;Al-Breid El-Gon Office;general power of attorney (court cases);13;Completed;no feedback;06/01/2026
2091;Senores Office;rental contract authentication;15;Pending;no feedback;21/01/2026
2092;Itsaa Office;general comprehensive power of attorney (banks & others);12;Completed;average service;20/01/2026
2093;El Fayoum Al-Dawahy Office;general power of attorney (court cases);14;Pending;very slow process;26/01/2026
2094;Itsaa Office;vehicle inheritance contract;182;Pending;good;09/01/2026
2095;Senores Office;vehicle inheritance contract;238;Pending;good service;07/01/2026
2096;Fayoum Model Office;car operation authorization;15;Pending;satisfied;08/01/2026
2097;Tamiya Office;motorcycle sale power of attorney;10;Pending;excellent staff;28/01/2026
2098;Itsaa Office;rental contract authentication;38.48291949;Pending;no feedback;25/01/2026
2099;El Fayoum Al-Dawahy Office;general power of attorney (court cases);10;Completed;good service;16/01/2026
2100;Senores Office;general power of attorney (tax affairs);10;Completed;bad experience;08/01/2026
2101;Tamiya Office;motorcycle sale power of attorney;11;Pending;no feedback;16/01/2026
2102;Senores Office;car sale power of attorney;13;Completed;very slow process;31/01/2026
2103;Fayoum Model Office;general comprehensive power of attorney (banks & others);11;Completed;no feedback;15/01/2026
2104;Itsaa Office;rental contract authentication;26;Pending;very slow process;30/01/2026
2105;Senores Office;rental contract authentication;28;Completed;satisfied;13/01/2026
2106;Tamiya Office;general power of attorney (tax affairs);13;Completed;very slow process;27/01/2026
2107;El Fayoum Al-Dawahy Office;vehicle inheritance contract;38.48291949;Pending;good service;04/01/2026
2108;Al-Breid El-Gon Office;motorcycle sale power of attorney;12;Completed;excellent staff;14/01/2026
2109;El Fayoum Al-Dawahy Office;rental contract authentication;29;Pending;bad experience;08/01/2026
2110;Tamiya Office;general power of attorney (tax affairs);12;Pending;not satisfied;10/01/2026
2111;Senores Office;general power of attorney (court cases);13;Completed;no feedback;13/01/2026
2112;El Fayoum Al-Dawahy Office;rental contract authentication;30;Completed;bad experience;16/01/2026
2113;Itsaa Office;rental contract authentication;18;Pending;average service;24/01/2026
2114;Tamiya Office;vehicle inheritance contract;185;Pending;not satisfied;08/01/2026
2115;Al-Breid El-Gon Office;general power of attorney (tax affairs);11;Pending;not satisfied;17/01/2026
2116;Senores Office;general comprehensive power of attorney (banks & others);15;Pending;average service;09/01/2026
2117;Fayoum University Office;motorcycle sale power of attorney;11;Completed;bad experience;18/01/2026
2118;Fayoum Model Office;vehicle inheritance contract;182;Pending;good;23/01/2026
2119;Fayoum Model Office;motorcycle sale power of attorney;10;Pending;satisfied;11/01/2026
2120;Unknown;general comprehensive power of attorney (banks & others);13;Pending;not satisfied;16/01/2026
2121;Itsaa Office;motorcycle sale power of attorney;11;Pending;good service;13/01/2026
2122;Al-Breid El-Gon Office;general power of attorney (tax affairs);38.48291949;Completed;no feedback;15/01/2026
2123;Youssef El-Seddik Office;rental contract authentication;25;Pending;very slow process;22/01/2026
2124;Fayoum Model Office;general power of attorney (tax affairs);11;Completed;satisfied;27/01/2026
2125;Tamiya Office;general comprehensive power of attorney (banks & others);15;Completed;satisfied;19/01/2026
2126;Youssef El-Seddik Office;car operation authorization;13;Completed;average service;23/01/2026
2127;Tamiya Office;general comprehensive power of attorney (banks & others);13;Completed;excellent staff;06/01/2026
2128;Itsaa Office;rental contract authentication;27;Completed;satisfied;06/01/2026
2129;Fayoum Model Office;general comprehensive power of attorney (banks & others);10;Pending;good;12/01/2026
2130;Fayoum Model Office;car operation authorization;14;Pending;good service;10/01/2026
2131;Tamiya Office;motorcycle sale power of attorney;12;Completed;good service;03/01/2026
2132;Tamiya Office;vehicle inheritance contract;237;Completed;excellent staff;10/01/2026
2133;Fayoum University Office;car sale power of attorney;12;Completed;satisfied;26/01/2026
2134;Senores Office;rental contract authentication;21;Completed;very slow process;28/01/2026
2135;Al-Breid El-Gon Office;general power of attorney (tax affairs);15;Pending;average service;23/01/2026
2136;Senores Office;general power of attorney (tax affairs);13;Completed;average service;23/01/2026
2137;Tamiya Office;motorcycle sale power of attorney;14;Pending;excellent staff;03/01/2026
2138;Youssef El-Seddik Office;motorcycle sale power of attorney;14;Completed;satisfied;09/01/2026
2139;Fayoum University Office;vehicle inheritance contract;234;Completed;bad experience;18/01/2026
2140;Tamiya Office;general power of attorney (court cases);14;Completed;good service;02/01/2026
2141;Fayoum University Office;general power of attorney (court cases);12;Completed;no feedback;08/01/2026
2142;Al-Breid El-Gon Office;rental contract authentication;26;Pending;very slow process;13/01/2026
2143;Fayoum Model Office;vehicle inheritance contract;197;Completed;not satisfied;11/01/2026
2144;Fayoum University Office;rental contract authentication;38.48291949;Pending;excellent staff;11/01/2026
2145;Senores Office;rental contract authentication;16;Completed;bad experience;12/01/2026
2146;Fayoum Model Office;vehicle inheritance contract;198;Completed;satisfied;07/01/2026
2147;Senores Office;rental contract authentication;20;Completed;very slow process;22/01/2026
2148;Unknown;vehicle inheritance contract;216;Completed;satisfied;11/01/2026
2149;Youssef El-Seddik Office;rental contract authentication;30;Pending;excellent staff;02/01/2026
2150;Fayoum Model Office;general power of attorney (tax affairs);10;Completed;not satisfied;02/01/2026
2151;Tamiya Office;general comprehensive power of attorney (banks & others);12;Pending;average service;23/01/2026
2152;Senores Office;car sale power of attorney;12;Completed;excellent staff;31/01/2026
2153;Fayoum Model Office;car operation authorization;13;Completed;excellent staff;21/01/2026
2154;Youssef El-Seddik Office;general comprehensive power of attorney (banks & others);11;Pending;good service;10/01/2026
2155;Senores Office;motorcycle sale power of attorney;38.48291949;Completed;satisfied;04/01/2026
2156;Itsaa Office;car sale power of attorney;12;Completed;satisfied;22/01/2026
2157;Youssef El-Seddik Office;motorcycle sale power of attorney;14;Completed;average service;09/01/2026
2158;Al-Breid El-Gon Office;rental contract authentication;27;Completed;good;20/01/2026
2159;Itsaa Office;general comprehensive power of attorney (banks & others);15;Completed;average service;14/01/2026
2160;Senores Office;general comprehensive power of attorney (banks & others);10;Pending;average service;26/01/2026
2161;Fayoum University Office;general power of attorney (court cases);13;Pending;good;02/01/2026
2162;Fayoum University Office;car operation authorization;10;Completed;good;01/01/2026
2163;Senores Office;general comprehensive power of attorney (banks & others);15;Completed;very slow process;29/01/2026
2164;El Fayoum Al-Dawahy Office;motorcycle sale power of attorney;14;Completed;average service;03/01/2026
2165;Itsaa Office;car operation authorization;11;Pending;good service;12/01/2026
2166;Itsaa Office;general comprehensive power of attorney (banks & others);14;Completed;good;30/01/2026
2167;Tamiya Office;rental contract authentication;22;Completed;satisfied;04/01/2026
2168;El Fayoum Al-Dawahy Office;rental contract authentication;18;Completed;not satisfied;14/01/2026
2169;Senores Office;car sale power of attorney;14;Completed;good;09/01/2026
2170;Tamiya Office;general power of attorney (court cases);13;Pending;very slow process;05/01/2026
2171;Senores Office;general power of attorney (court cases);13;Pending;bad experience;07/01/2026
2172;Unknown;rental contract authentication;26;Pending;excellent staff;14/01/2026
2173;Senores Office;general comprehensive power of attorney (banks & others);15;Completed;bad experience;04/01/2026
2174;Fayoum Model Office;general power of attorney (tax affairs);13;Completed;satisfied;28/01/2026
2175;Senores Office;car operation authorization;13;Completed;average service;11/01/2026
2176;Al-Breid El-Gon Office;general power of attorney (tax affairs);11;Pending;average service;26/01/2026
2177;Tamiya Office;rental contract authentication;15;Pending;very slow process;19/01/2026
2178;Al-Breid El-Gon Office;general power of attorney (court cases);12;Pending;average service;02/01/2026
2179;Fayoum Model Office;general power of attorney (court cases);10;Completed;satisfied;10/01/2026
2180;Fayoum University Office;vehicle inheritance contract;215;Completed;good;19/01/2026
2181;Al-Breid El-Gon Office;car sale power of attorney;11;Completed;good;08/01/2026
2182;Senores Office;general power of attorney (tax affairs);14;Completed;average service;23/01/2026
2183;Youssef El-Seddik Office;motorcycle sale power of attorney;11;Pending;good service;18/01/2026
2184;Al-Breid El-Gon Office;car sale power of attorney;13;Completed;not satisfied;30/01/2026
2185;Tamiya Office;general power of attorney (tax affairs);11;Completed;very slow process;14/01/2026
2186;Fayoum University Office;car sale power of attorney;11;Completed;excellent staff;21/01/2026
2187;Youssef El-Seddik Office;motorcycle sale power of attorney;13;Completed;not satisfied;27/01/2026
2188;Youssef El-Seddik Office;general power of attorney (court cases);15;Pending;good service;23/01/2026
2189;Fayoum University Office;car operation authorization;11;Pending;no feedback;03/01/2026
2190;Itsaa Office;car operation authorization;12;Pending;no feedback;11/01/2026
2191;Senores Office;general power of attorney (court cases);12;Completed;no feedback;17/01/2026
2192;Tamiya Office;rental contract authentication;24;Pending;average service;17/01/2026
2193;Youssef El-Seddik Office;rental contract authentication;20;Completed;no feedback;22/01/2026
2194;Youssef El-Seddik Office;general power of attorney (tax affairs);14;Completed;average service;25/01/2026
2195;Youssef El-Seddik Office;car operation authorization;13;Pending;excellent staff;18/01/2026
2196;Al-Breid El-Gon Office;car sale power of attorney;12;Completed;good;02/01/2026
2197;Itsaa Office;car sale power of attorney;38.48291949;Pending;not satisfied;26/01/2026
2198;Fayoum University Office;general power of attorney (court cases);11;Completed;excellent staff;15/01/2026
2199;El Fayoum Al-Dawahy Office;general power of attorney (court cases);14;Completed;very slow process;26/01/2026
2200;Itsaa Office;general comprehensive power of attorney (banks & others);10;Completed;good;29/01/2026
2201;Senores Office;general power of attorney (tax affairs);12;Pending;no feedback;15/01/2026
2202;El Fayoum Al-Dawahy Office;car operation authorization;11;Completed;average service;26/01/2026
2203;Unknown;vehicle inheritance contract;187;Pending;no feedback;07/01/2026
2204;Fayoum Model Office;general comprehensive power of attorney (banks & others);13;Pending;not satisfied;25/01/2026
